flagged_risk_score,flagged_amount,flagged_is_online,flagged_is_in_person,is_new_device,is_proxy,has_device,mismatch_count,is_new_region,concurrent_home_count,amount_to_mean_ratio,amount_to_p75_ratio,prior_txns_count,prior_in_person_pct,prior_online_pct,txns_24h,txns_48h,online_48h,exposure_48h,conf_testing,conf_burst,conf_new_device,conf_region,conf_ato,max_graph_pattern,has_corroborated_pattern,lone_risk_score,prior_cases_count,prior_fraud_rate,case_id,card_id,outcome,target,pattern,exposure_usd,actions_taken,report_filed
0.19,249.94,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5317985793754074,1.0868563178904707,3.0,1.0,0.0,1.0,1.0,1.0,249.94,0.05,0.45,0.82,0.1,0.15,0.82,1.0,0.0,0.0,0.5,CC-2518,C09698-K1,confirmed_fraud,1,card_not_present_new_device,249.94,CREATE_CASE|BLOCK_CARD,No
0.14,553.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0553711321304533,1.890032957360136,379.0,0.37467018469656993,0.6253298153034301,8.0,12.0,3.0,4224.64,0.05,0.72,0.1,0.1,0.88,0.88,1.0,0.0,6.0,0.8333333333333334,CC-2519,C03019-K2,confirmed_fraud,1,out_of_region_use,553.98,CREATE_CASE|BLOCK_CARD,No
0.26,21.19,1.0,0.0,0.0,0.0,1.0,1.0,0.0,46.0,0.2179481410587425,0.19453127510247548,1958.0,0.8008171603677222,0.19918283963227784,38.0,81.0,7.0,7458.5199999999995,0.05,0.2,0.25,0.1,0.88,0.88,1.0,0.0,7.0,0.8571428571428571,CC-2520,C09241-K2,confirmed_fraud,1,account_takeover,220.27,CREATE_CASE|BLOCK_CARD,No
0.4,225.94,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.682608885300072,1.321394734071795,7.0,0.8571428571428571,0.14285714285714285,1.0,2.0,0.0,535.94,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,2.0,1.0,CC-2521,C09803-K1,confirmed_fraud,1,account_takeover,535.94,CREATE_CASE|BLOCK_CARD,No
0.8,38.91,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23645948861305663,0.20614187286593358,40.0,0.775,0.225,2.0,2.0,0.0,97.97999999999999,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.8,0.0,0.5,CC-2522,C11842-K1,confirmed_fraud,1,out_of_region_use,38.91,CREATE_CASE|BLOCK_CARD,No
0.89,500.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0786317390856723,1.823097552126917,238.0,0.7016806722689075,0.29831932773109243,3.0,7.0,0.0,1771.85,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,5.0,0.8,CC-2523,C10553-K1,confirmed_fraud,1,account_takeover,500.0,CREATE_CASE|BLOCK_CARD,No
0.33,77.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.149979115699027,0.8814214335532408,18.0,1.0,0.0,1.0,2.0,0.0,98.0,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.33,5.0,1.0,CC-2524,C05029-K1,confirmed_fraud,1,account_takeover,175.09,CREATE_CASE|BLOCK_CARD,No
0.85,16.17,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.33757504594774096,0.2573570371313524,463.0,0.0,1.0,2.0,6.0,6.0,164.6,0.05,0.72,0.82,0.1,0.15,0.82,1.0,0.0,5.0,1.0,CC-2525,C09657-K2,confirmed_fraud,1,card_not_present_new_device,16.17,CREATE_CASE|BLOCK_CARD,No
0.25,171.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.3659728924355903,1.461266402405686,326.0,0.6625766871165644,0.3374233128834356,2.0,6.0,0.0,594.49,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.25,9.0,1.0,CC-2526,C06962-K2,confirmed_fraud,1,out_of_region_use,438.54,CREATE_CASE|BLOCK_CARD,No
0.05,49.97,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4160275076022637,0.41291207542648434,8.0,0.875,0.125,1.0,1.0,1.0,49.97,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.05,0.0,0.5,CC-2527,C10752-K1,confirmed_fraud,1,card_not_present_fraud,49.97,CREATE_CASE|BLOCK_CARD,No
0.44,488.03,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,1.4458263219017373,1.1448551542292524,20.0,1.0,0.0,2.0,6.0,0.0,3036.79,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,8.0,1.0,CC-2528,C12900-K2,confirmed_fraud,1,account_takeover,5433.0,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.08,49.59,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.812480836612077,0.6555968324057059,14.0,0.0,1.0,1.0,1.0,1.0,49.59,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.08,2.0,1.0,CC-2529,C05127-K1,confirmed_fraud,1,card_not_present_fraud,49.59,CREATE_CASE|BLOCK_CARD,No
0.89,280.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3218147782563914,1.0978949824238777,324.0,0.7777777777777778,0.2222222222222222,17.0,26.0,1.0,5983.8,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,4.0,1.0,CC-2530,C11522-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.65,66.78,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.2874099960835116,0.43015601046081703,7.0,0.5714285714285714,0.42857142857142855,2.0,3.0,1.0,1893.38,0.05,0.45,0.82,0.1,0.88,0.88,1.0,0.0,0.0,0.5,CC-2531,C02330-K1,confirmed_fraud,1,card_not_present_new_device,66.78,CREATE_CASE|BLOCK_CARD,No
0.18,25.86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.24692789950127036,0.2211560663981322,572.0,0.7447552447552448,0.25524475524475526,15.0,25.0,3.0,2819.04,0.05,0.72,0.1,0.1,0.72,0.72,1.0,0.0,4.0,1.0,CC-2532,C08943-K2,confirmed_fraud,1,out_of_region_use,74.79,CREATE_CASE|BLOCK_CARD,No
0.89,1049.48,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,8.527913263034488,7.942873793314841,58.0,0.8793103448275862,0.1206896551724138,1.0,3.0,0.0,1246.32,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.89,2.0,1.0,CC-2533,C12991-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.16,108.89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.8612859122044324,0.9299604581052343,1037.0,0.8071359691417551,0.19286403085824494,18.0,36.0,2.0,4081.19,0.05,0.72,0.1,0.1,0.72,0.72,1.0,0.0,9.0,1.0,CC-2534,C02902-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.76,149.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.587652443111808,1.2817225256643672,77.0,0.7532467532467533,0.24675324675324675,1.0,4.0,1.0,773.03,0.05,0.45,0.25,0.1,0.72,0.72,1.0,0.0,4.0,1.0,CC-2535,C10422-K2,confirmed_fraud,1,card_not_present_fraud,149.95,CREATE_CASE|BLOCK_CARD,No
0.87,275.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.2118738458502498,1.2847473619798113,389.0,0.5681233933161953,0.4318766066838046,2.0,7.0,1.0,1673.1,0.05,0.45,0.25,0.1,0.72,0.72,1.0,0.0,6.0,0.8333333333333334,CC-2536,C11539-K2,confirmed_fraud,1,card_not_present_fraud,275.04,CREATE_CASE|BLOCK_CARD,No
0.84,1735.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,19.199539653688994,14.827665775012605,40.0,0.975,0.025,5.0,6.0,0.0,2636.95,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.84,0.0,0.5,CC-2537,C12295-K2,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.61,29.09,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.2168020162592436,0.1743262759856416,893.0,0.8734602463605823,0.1265397536394177,21.0,29.0,1.0,6354.2,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,7.0,1.0,CC-2538,C01982-K2,confirmed_fraud,1,account_takeover,78.11,CREATE_CASE|BLOCK_CARD,No
0.39,160.47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0799403212669418,1.0696859001706485,147.0,0.41496598639455784,0.5850340136054422,3.0,3.0,0.0,537.44,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.39,2.0,0.5,CC-2539,C06220-K1,confirmed_fraud,1,out_of_region_use,331.53,CREATE_CASE|BLOCK_CARD,No
0.87,7.22,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.12352822728351522,0.10056270544320016,39.0,0.0,1.0,0.0,1.0,1.0,7.22,0.05,0.45,0.82,0.1,0.15,0.82,1.0,0.0,1.0,1.0,CC-2540,C03095-K2,confirmed_fraud,1,card_not_present_new_device,7.22,CREATE_CASE|BLOCK_CARD,No
0.77,77.06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40127287810939616,0.3081278414657065,57.0,0.10526315789473684,0.8947368421052632,0.0,1.0,0.0,77.06,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.77,7.0,1.0,CC-2541,C07212-K2,confirmed_fraud,1,account_takeover,77.06,CREATE_CASE|BLOCK_CARD,No
0.81,300.05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.9984808304793384,3.427732590020106,2.0,0.0,1.0,1.0,1.0,1.0,300.05,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.81,0.0,0.5,CC-2542,C11475-K1,confirmed_fraud,1,card_not_present_fraud,300.05,CREATE_CASE|BLOCK_CARD,No
0.78,117.05,0.0,1.0,0.0,0.0,0.0,2.0,0.0,52.0,1.2671150842743395,1.125632296655319,706.0,0.7974504249291785,0.20254957507082152,17.0,32.0,1.0,6325.47,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,4.0,1.0,CC-2543,C03738-K2,confirmed_fraud,1,account_takeover,467.97,CREATE_CASE|BLOCK_CARD,No
0.62,100.05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0539233759256723,0.8171282495242607,2.0,0.0,1.0,0.0,1.0,1.0,100.05,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.62,0.0,0.5,CC-2544,C01350-K1,confirmed_fraud,1,card_not_present_fraud,100.05,CREATE_CASE|BLOCK_CARD,No
0.55,119.31,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0140255953703874,2.392372320587115,89.0,0.0,1.0,3.0,4.0,4.0,393.94,0.05,0.85,0.1,0.1,0.15,0.85,1.0,0.0,8.0,1.0,CC-2545,C02545-K2,confirmed_fraud,1,card_not_present_new_device,325.0,CREATE_CASE|BLOCK_CARD,No
0.93,91.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.7940820876277631,0.7861975237940569,1160.0,0.8577586206896551,0.14224137931034483,15.0,33.0,5.0,3803.16,0.05,0.85,0.1,0.1,0.88,0.88,1.0,0.0,7.0,1.0,CC-2546,C08945-K2,confirmed_fraud,1,out_of_region_use,262.96,CREATE_CASE|BLOCK_CARD,No
0.8,230.16,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.3849636870854845,3.9627416883318127,170.0,0.0,1.0,1.0,8.0,8.0,813.76,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.8,4.0,1.0,CC-2547,C11444-K1,confirmed_fraud,1,card_not_present_fraud,690.54,CREATE_CASE|BLOCK_CARD,No
0.22,99.91,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.010376075879189,0.9248271329525783,471.0,0.8471337579617835,0.15286624203821655,7.0,17.0,1.0,1207.53,0.05,0.45,0.9,0.1,0.72,0.9,1.0,0.0,6.0,1.0,CC-2548,C00768-K2,confirmed_fraud,1,card_not_present_new_device,99.91,CREATE_CASE|BLOCK_CARD,No
0.95,49.03,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.4792106226780134,0.4191995622472448,443.0,0.8329571106094809,0.1670428893905192,7.0,20.0,2.0,1885.12,0.05,0.85,0.1,0.1,0.88,0.88,1.0,0.0,10.0,0.9,CC-2549,C09471-K2,confirmed_fraud,1,account_takeover,49.03,CREATE_CASE|BLOCK_CARD,No
0.37,150.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9797885526970384,1.0562403643761746,49.0,0.6326530612244898,0.3673469387755102,1.0,2.0,1.0,183.99,0.05,0.45,0.25,0.1,0.72,0.72,1.0,0.0,3.0,0.6666666666666666,CC-2550,C06024-K1,confirmed_fraud,1,card_not_present_fraud,150.04,CREATE_CASE|BLOCK_CARD,No
0.84,68.28,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.1386316694737797,1.0610557722490714,21.0,0.0,1.0,2.0,2.0,2.0,136.54000000000002,0.05,0.85,0.82,0.1,0.15,0.85,1.0,0.0,5.0,1.0,CC-2551,C12680-K1,confirmed_fraud,1,card_not_present_new_device,136.54,CREATE_CASE|BLOCK_CARD,No
0.65,97.03,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.6901115004913575,0.9700477875752304,94.0,0.8936170212765957,0.10638297872340426,0.0,3.0,0.0,233.11,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,4.0,1.0,CC-2552,C10010-K1,confirmed_fraud,1,account_takeover,179.04,CREATE_CASE|BLOCK_CARD,No
0.12,99.91,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7535384814042811,0.8542528814254933,414.0,0.6328502415458938,0.3671497584541063,9.0,17.0,4.0,1340.7,0.05,0.72,0.82,0.1,0.72,0.82,1.0,0.0,3.0,0.6666666666666666,CC-2553,C01377-K1,confirmed_fraud,1,card_not_present_new_device,99.91,CREATE_CASE|BLOCK_CARD,No
0.29,200.01,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,1.929370077264271,1.8534718425369052,246.0,0.9227642276422764,0.07723577235772358,8.0,11.0,1.0,851.5,0.05,0.45,0.82,0.1,0.72,0.82,1.0,0.0,1.0,1.0,CC-2554,C03125-K2,confirmed_fraud,1,card_not_present_new_device,200.01,CREATE_CASE|BLOCK_CARD,No
0.5,148.99,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.033687773849661,1.65634623294905,3.0,0.0,1.0,1.0,1.0,1.0,148.99,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.5,1.0,1.0,CC-2555,C08944-K1,confirmed_fraud,1,card_not_present_fraud,148.99,CREATE_CASE|BLOCK_CARD,No
0.55,39.03,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.5237215585066175,0.37560989693102753,33.0,0.7878787878787878,0.21212121212121213,2.0,4.0,0.0,168.84,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,1.0,1.0,CC-2556,C00969-K2,confirmed_fraud,1,account_takeover,581.19,CREATE_CASE|BLOCK_CARD,No
0.93,150.05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,1.1805612330940958,1.2509274620470026,989.0,0.8028311425682507,0.19716885743174925,12.0,32.0,1.0,3413.39,0.05,0.45,0.1,0.1,0.72,0.72,1.0,0.0,10.0,0.9,CC-2557,C02902-K2,confirmed_fraud,1,account_takeover,379.09,CREATE_CASE|BLOCK_CARD,No
0.81,226.08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.6861030247133022,1.2927647943458696,21.0,0.9047619047619048,0.09523809523809523,3.0,3.0,0.0,665.14,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.81,0.0,0.5,CC-2558,C00368-K1,confirmed_fraud,1,account_takeover,665.14,CREATE_CASE|BLOCK_CARD,No
0.05,149.93,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5414285339200977,0.34303351171777585,133.0,0.7368421052631579,0.2631578947368421,1.0,1.0,1.0,149.93,0.05,0.45,0.82,0.1,0.15,0.82,1.0,0.0,1.0,1.0,CC-2559,C03708-K2,confirmed_fraud,1,card_not_present_new_device,149.93,CREATE_CASE|BLOCK_CARD,No
0.22,96.23,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.1864302351592015,1.654900814294436,956.0,0.0,1.0,9.0,21.0,21.0,654.3,0.05,0.2,0.82,0.1,0.15,0.82,1.0,0.0,6.0,0.8333333333333334,CC-2560,C05381-K2,confirmed_fraud,1,card_not_present_new_device,251.18,CREATE_CASE|BLOCK_CARD,No
0.06,100.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.6439569238002545,0.5000475045129288,838.0,0.12410501193317422,0.8758949880668258,5.0,6.0,1.0,1633.98,0.05,0.45,0.1,0.1,0.72,0.72,1.0,0.0,10.0,0.9,CC-2561,C12897-K1,confirmed_fraud,1,card_not_present_new_device,299.99,CREATE_CASE|BLOCK_CARD,No
0.45,48.86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.999979533779497,0.999979533779497,0.0,0.0,1.0,0.0,2.0,2.0,58.11,0.05,0.72,0.1,0.1,0.15,0.72,1.0,0.0,0.0,0.5,CC-2562,C04727-K2,confirmed_fraud,1,card_not_present_fraud,48.86,CREATE_CASE|BLOCK_CARD,No
0.26,12.39,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.36808175633522483,0.3245919677241885,2.0,0.0,1.0,0.0,1.0,1.0,12.39,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.26,0.0,0.5,CC-2563,C06991-K1,confirmed_fraud,1,card_not_present_fraud,12.39,CREATE_CASE|BLOCK_CARD,No
0.71,390.08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9583545543152605,1.8582228552645996,264.0,0.42803030303030304,0.571969696969697,3.0,6.0,1.0,963.06,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,3.0,0.6666666666666666,CC-2564,C09149-K1,confirmed_fraud,1,out_of_region_use,390.08,CREATE_CASE|BLOCK_CARD,No
0.5,107.89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.8792942122804195,0.9265238823145493,882.0,0.8401360544217688,0.1598639455782313,21.0,43.0,0.0,6216.79,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.5,6.0,0.8333333333333334,CC-2565,C09933-K2,confirmed_fraud,1,out_of_region_use,513.8,CREATE_CASE|BLOCK_CARD,No
0.6,226.09,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.9999955770021806,0.9999955770021806,0.0,1.0,0.0,0.0,2.0,0.0,452.07,0.05,0.2,0.1,0.38,0.75,0.75,1.0,0.0,0.0,0.5,CC-2566,C08953-K1,confirmed_fraud,1,out_of_region_use,452.07,CREATE_CASE|BLOCK_CARD,No
0.14,12.44,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9999196206092759,0.9999196206092759,0.0,0.0,1.0,0.0,1.0,1.0,12.44,0.05,0.45,0.82,0.1,0.15,0.82,1.0,0.0,0.0,0.5,CC-2567,C08196-K1,confirmed_fraud,1,card_not_present_new_device,12.44,CREATE_CASE|BLOCK_CARD,No
0.61,226.05,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,2.5260497802700406,2.0944421538333247,84.0,0.9404761904761905,0.05952380952380952,4.0,5.0,0.0,463.91,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,1.0,1.0,CC-2568,C11381-K2,confirmed_fraud,1,account_takeover,226.05,CREATE_CASE|BLOCK_CARD,No
0.22,449.91,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.3856777046212705,2.893293290718388,183.0,0.17486338797814208,0.825136612021858,2.0,4.0,3.0,934.76,0.05,0.85,0.25,0.1,0.72,0.85,1.0,0.0,3.0,0.6666666666666666,CC-2569,C11413-K1,confirmed_fraud,1,card_not_present_fraud,449.91,CREATE_CASE|BLOCK_CARD,No
0.82,49.63,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.1957067310201936,0.7909037306178388,24.0,0.0,1.0,2.0,2.0,2.0,76.55000000000001,0.05,0.72,0.25,0.1,0.15,0.72,1.0,0.0,7.0,1.0,CC-2570,C13372-K1,confirmed_fraud,1,card_not_present_fraud,49.63,CREATE_CASE|BLOCK_CARD,No
0.5,116.99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.1171284480136192,0.9996496654732506,7.0,1.0,0.0,0.0,2.0,0.0,234.04,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.5,1.0,1.0,CC-2571,C09557-K1,confirmed_fraud,1,account_takeover,234.04,CREATE_CASE|BLOCK_CARD,No
0.63,200.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3454813532958922,1.3330356369259069,755.0,0.32317880794701986,0.6768211920529801,4.0,10.0,4.0,1625.52,0.05,0.85,0.25,0.1,0.72,0.85,1.0,0.0,10.0,0.9,CC-2572,C11309-K1,confirmed_fraud,1,account_takeover,359.95,CREATE_CASE|BLOCK_CARD,No
0.68,49.68,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9432947706114749,0.7671283642933245,97.0,0.0,1.0,4.0,4.0,4.0,164.54,0.05,0.72,0.25,0.1,0.15,0.72,1.0,0.0,9.0,0.8888888888888888,CC-2573,C09354-K1,confirmed_fraud,1,card_not_present_fraud,49.68,CREATE_CASE|BLOCK_CARD,No
0.26,389.92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.59944933700442,2.59944933700442,1.0,0.0,1.0,2.0,2.0,0.0,759.88,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.26,0.0,0.5,CC-2574,C01149-K1,confirmed_fraud,1,account_takeover,759.88,CREATE_CASE|BLOCK_CARD,No
0.18,6.4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.13955708986742077,0.10292946918951086,190.0,0.0,1.0,3.0,5.0,5.0,206.69,0.05,0.85,0.25,0.1,0.15,0.85,1.0,0.0,9.0,0.8888888888888888,CC-2575,C06464-K1,confirmed_fraud,1,card_not_present_fraud,24.82,CREATE_CASE|BLOCK_CARD,No
0.9,58.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,0.511832672172541,0.49582891722793937,280.0,0.8964285714285715,0.10357142857142858,8.0,11.0,1.0,898.58,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,7.0,0.8571428571428571,CC-2576,C01116-K2,confirmed_fraud,1,account_takeover,58.01,CREATE_CASE|BLOCK_CARD,No
0.89,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4996827014845573,0.4440950896405938,4.0,0.0,1.0,1.0,1.0,1.0,50.0,0.05,0.45,0.1,0.1,0.15,0.45,0.0,0.89,0.0,0.5,CC-2577,C11472-K1,cleared,0,none,0.0,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No
0.19,30.07,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15411272508613097,0.1499331857436327,147.0,0.3469387755102041,0.6530612244897959,1.0,2.0,1.0,503.09,0.05,0.45,0.82,0.1,0.72,0.82,1.0,0.0,2.0,0.5,CC-2578,C03474-K1,confirmed_fraud,1,card_not_present_new_device,30.07,CREATE_CASE|BLOCK_CARD,No
0.88,53.89,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.032511856274624,0.8780305005213764,19.0,0.0,1.0,1.0,1.0,1.0,53.89,0.05,0.45,0.82,0.1,0.15,0.82,1.0,0.0,2.0,1.0,CC-2579,C08281-K2,confirmed_fraud,1,card_not_present_new_device,53.89,CREATE_CASE|BLOCK_CARD,No
0.22,1000.05,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4.356054115266771,3.883372618155413,159.0,0.27672955974842767,0.7232704402515723,3.0,4.0,2.0,2779.95,0.05,0.85,0.9,0.1,0.72,0.9,1.0,0.0,6.0,0.8333333333333334,CC-2580,C09274-K1,confirmed_fraud,1,card_not_present_new_device,1999.96,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
0.38,150.01,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4396497495096012,0.44766943904790046,33.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,150.01,0.05,0.45,0.82,0.1,0.15,0.82,1.0,0.0,2.0,1.0,CC-2581,C04776-K1,confirmed_fraud,1,card_not_present_new_device,150.01,CREATE_CASE|BLOCK_CARD,No
0.48,48.95,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3320994309923633,0.30614606200474076,13.0,0.8461538461538461,0.15384615384615385,1.0,1.0,0.0,48.95,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,4.0,1.0,CC-2582,C13081-K1,confirmed_fraud,1,account_takeover,48.95,CREATE_CASE|BLOCK_CARD,No
0.74,87.02,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.9999885085209317,0.9999885085209317,0.0,1.0,0.0,2.0,2.0,0.0,97.87,0.05,0.2,0.1,0.88,0.75,0.88,1.0,0.0,0.0,0.5,CC-2583,C08206-K2,confirmed_fraud,1,account_takeover,325.85,CREATE_CASE|BLOCK_CARD,No
0.69,61.39,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3882622654506389,0.3070098669240502,379.0,0.20580474934036938,0.7941952506596306,1.0,6.0,3.0,821.61,0.05,0.85,0.25,0.1,0.88,0.88,1.0,0.0,3.0,0.6666666666666666,CC-2584,C08918-K2,confirmed_fraud,1,card_not_present_fraud,61.39,CREATE_CASE|BLOCK_CARD,No
0.39,59.01,0.0,1.0,0.0,0.0,0.0,2.0,0.0,36.0,0.44653993659901176,0.5129475578272094,677.0,0.8596750369276218,0.14032496307237813,13.0,25.0,0.0,3903.55,0.05,0.2,0.1,0.1,0.75,0.75,1.0,0.0,7.0,0.8571428571428571,CC-2585,C12517-K2,confirmed_fraud,1,account_takeover,293.0,CREATE_CASE|BLOCK_CARD,No
0.79,22.92,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4232022674187801,0.3551506136110078,36.0,0.0,1.0,1.0,1.0,1.0,22.92,0.05,0.45,0.25,0.1,0.15,0.45,0.0,0.79,7.0,1.0,CC-2586,C06855-K1,confirmed_fraud,1,card_not_present_fraud,22.92,CREATE_CASE|BLOCK_CARD,No
0.26,30.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2791422400472778,0.2647563882410231,133.0,0.7669172932330827,0.23308270676691728,0.0,3.0,0.0,162.05,0.05,0.2,0.1,0.1,0.15,0.2,0.0,0.26,7.0,0.8571428571428571,CC-2587,C00728-K2,confirmed_fraud,1,account_takeover,30.99,CREATE_CASE|BLOCK_CARD,No
0.76,87.02,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,0.8601474900154634,0.805584099388082,204.0,0.7892156862745098,0.2107843137254902,6.0,18.0,1.0,1254.68,0.05,0.45,0.1,0.1,0.88,0.88,1.0,0.0,3.0,1.0,CC-2588,C07185-K2,confirmed_fraud,1,out_of_region_use,2500.02,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes
